teks_keluhan_awam|teks_laporan_teknisi|tipe_aset|lokasi_gedung|lokasi_lantai|lokasi_zona|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Gedung E lantai 4 zona tengah AC Trane nggak enak lagi, panas|Pemeriksaan AC Sentral Trane di Gedung E lantai 4 zona tengah menunjukkan adanya penumpukan debu yang menyebabkan penurunan performa|AC Sentral|Gedung E|Lantai 4|Zona Tengah|Mechanical|Ringan|Debu/kotoran|Performa menurun|376000
Lagi di kantor, AC Sentral di Gedung E lantai 4 zona tengah nggak dingin, tolong bantu|Setelah dilakukan inspeksi, ditemukan bahwa AC Sentral Trane di Gedung E lantai 4 zona tengah mengalami penurunan performa karena adanya debu dan kotoran|AC Sentral|Gedung E|Lantai 4|Zona Tengah|Mechanical|Ringan|Debu/kotoran|Performa menurun|376000
APAR Dry Powder Cartridge di Gedung E lantai 5 zona selatan rusak berat|Laporan kerusakan APAR Dry Powder Cartridge di Gedung E, Lantai 5, Zona Selatan dengan kondisi retak yang parah|APAR Dry Powder Cartridge|Gedung E|Lantai 5|Zona Selatan|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|2197000
APAR di gedung E lantai 5 selatan tidak bisa dipake lagi|Kerusakan APAR Dry Powder Cartridge di Gedung E, Lantai 5, Zona Selatan disebabkan oleh aus normal yang mengakibatkan kerusakan retak|APAR Dry Powder Cartridge|Gedung E|Lantai 5|Zona Selatan|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|2197000
Rusak parah APAR Dry Powder Cartridge di lantai 5 gedung E zona selatan|Inspeksi menunjukkan kerusakan retak pada APAR Dry Powder Cartridge di Gedung E, Lantai 5, Zona Selatan yang memerlukan perbaikan segera|APAR Dry Powder Cartridge|Gedung E|Lantai 5|Zona Selatan|Sistem Pemadam Kebakaran|Berat|Aus normal|Retak/pecah|2197000
kloset gedung D lantai 7 zona timur bergejala getar parah bro|Laporan teknisi: Kloset di Gedung D Lantai 7 Zona Timur mengalami getaran berlebihan|Kloset|Gedung D|Lantai 7|Zona Timur|Plumbing|Sedang|Debu/kotoran|Getaran berlebihan|609000
kloset di lantai 7 gedung D zona timur tiba2 bergoyang|Pemeriksaan teknisi menunjukkan bahwa kloset di Gedung D Lantai 7 Zona Timur mengalami kerusakan karena getaran berlebihan|Kloset|Gedung D|Lantai 7|Zona Timur|Plumbing|Sedang|Debu/kotoran|Getaran berlebihan|609000
tolong bantu kloset gedung D lantai 7 zona timur rusak bergetar terus|Kloset di Gedung D Lantai 7 Zona Timur memerlukan perbaikan karena mengalami getaran yang berlebihan dan berpotensi menyebabkan kerusakan lebih lanjut|Kloset|Gedung D|Lantai 7|Zona Timur|Plumbing|Sedang|Debu/kotoran|Getaran berlebihan|609000
Urinal di Gedung B lantai 1 zona utara nggak bisa dipake, remotenya ga berfungsi|Laporan kerusakan urinal di Gedong B lantai 1 zona utara, remote tidak berfungsi|Urinal|Gedung B|Lantai 1|Zona Utara|Plumbing|Fatal|Kurang perawatan|Remote tidak berfungsi|19617000
Gw butuh bantuan, urinal di gedung B lantai 1 zona utara rusak parah, gak bisa dipakai|Inspeksi menunjukkan bahwa urinal di Gedung B lantai 1 zona utara mengalami kerusakan fatal, remote tidak berfungsi|Urinal|Gedung B|Lantai 1|Zona Utara|Plumbing|Fatal|Kurang perawatan|Remote tidak berfungsi|19617000
Urinal di zona utara lantai 1 gedung B nggak berfungsi, remote ga nyala, tolong bantu|Kerusakan urinal di Gedung B lantai 1 zona utara disebabkan oleh kurangnya perawatan, remote tidak berfungsi|Urinal|Gedung B|Lantai 1|Zona Utara|Plumbing|Fatal|Kurang perawatan|Remote tidak berfungsi|19617000
Min, AC split di Gedung A lantai 7 zona barat kok lampunya mati ya? Aduh panas nih.|Pemeriksaan AC Split di Gedung Gedung A, Lantai 7, Zona Barat menunjukkan indikator lampu tidak menyala. Diagnosis awal mengindikasikan kerusakan pada modul lampu.|AC Split|Gedung Gedung A|Lantai 7|Zona Barat|Mechanical|Ringan|Aus normal|Lampu mati|62000
Halo pak, AC di Gedung Gedung A lantai 7 zona barat lampunya mati total. Ini kenapa ya? Tolong dicek dong.|Telah dilakukan investigasi terhadap unit AC Split di lokasi Gedung Gedung A, Lantai 7, Zona Barat. Ditemukan bahwa lampu indikator tidak berfungsi.|AC Split|Gedung Gedung A|Lantai 7|Zona Barat|Mechanical|Ringan|Aus normal|Lampu mati|62000
Penting! AC Split Gedung A lt 7 zona barat lampunya mati. Butuh penanganan segera.|Inspeksi rutin pada AC Split di Gedung Gedung A, Lantai 7, Zona Barat mendapati kondisi lampu mati. Diperlukan penggantian komponen terkait.|AC Split|Gedung Gedung A|Lantai 7|Zona Barat|Mechanical|Ringan|Aus normal|Lampu mati|62000
Mas, Genset Diesel di Gedung Gedung Utama Lt 6 Zona Tengah kok bunyinya aneh ya? Agak berisik gitu. Tolong dicek dong.|Dilakukan inspeksi pada Genset Diesel di Gedung Gedung Utama, Lantai 6, Zona Tengah. Terdeteksi bunyi abnormal ringan yang disebabkan oleh akumulasi debu/kotoran.|Genset Diesel|Gedung Gedung Utama|Lantai 6|Zona Tengah|Mechanical|Ringan|Debu/kotoran|Bunyi abnormal|123000
Penting! Genset Diesel di Gedung Gedung Utama Lantai 6 Zona Tengah suaranya nggak normal nih. Kayak ada gesekan. Cepat ya!|Telah diperiksa Genset Diesel di Gedung Gedung Utama, Lantai 6, Zona Tengah menyusul laporan bunyi abnormal. Diagnosis awal menunjukkan penyebabnya adalah penumpukan kotoran/debu.|Genset Diesel|Gedung Gedung Utama|Lantai 6|Zona Tengah|Mechanical|Ringan|Debu/kotoran|Bunyi abnormal|123000
Halo tim teknisi, ini Genset Diesel kita di Gedung Gedung Utama lantai 6 zona tengah kok berbunyi nging nging gitu ya? Mohon bantuannya segera. Tq.|Menindaklanjuti laporan, Genset Diesel di Gedung Gedung Utama, Lantai 6, Zona Tengah menunjukkan gejala bunyi abnormal. Investigasi menemukan debu/kotoran sebagai akar masalah.|Genset Diesel|Gedung Gedung Utama|Lantai 6|Zona Tengah|Mechanical|
tolong dong pesawat telpon di gedung E lantai 3 zona tengah kok parah banget ya lemotnya, ga bisa dipake telpon penting nih. panik!|Dilaporkan Pesawat Telepon di Gedung E, Lantai 3, Zona Tengah mengalami penurunan performa signifikan akibat getaran, mengakibatkan fungsi komunikasi terganggu fatal. Penyelidikan lebih lanjut diperlukan.|Pesawat Telepon|Gedung E|Lantai 3|Zona Tengah|Sistem Telekomunikasi Gedung|Fatal|Getaran|Performa menurun|13132000
gawat! pesawat telepon di gedung E lantai 3 zona tengah ngadat lagi. kayaknya krn ada geteran deh. bener2 ga bisa buat nelpon. cepet dong dibenerin!!|Kerusakan fatal terdeteksi pada Pesawat Telepon di Gedung E, Lantai 3, Zona Tengah. Indikasi awal menunjukkan performa menurun drastis, kemungkinan besar dipicu oleh getaran eksternal. Perbaikan mendesak diperlukan.|Pesawat Telepon|Gedung E|Lantai 3|Zona Tengah|Sistem Telekomunikasi Gedung|Fatal|Getaran|Performa menurun|13132000
halo teknisi, pesawat telpon di gedung E lantai 3 zona tengah ini kok lambat bgt ya responnya? parah ini. urgent banget! gara2 getaran terus nih kayanya.|Performa Pesawat Telepon di lokasi Gedung E, Lantai 3, Zona Tengah terobservasi menurun secara fatal. Analisis awal mengidentifikasi getaran sebagai penyebab utama kerusakan, berdampak pada kapabilitas sistem telekomunikasi.|Pesawat Telepon|Gedung E|Lantai 3|Zona Tengah|Sistem Telekomunikasi Gedung|Fatal|Getaran|Performa menurun|13132000
Pak!! Lampu LED Downlight di Gedung Utama Lt 18 Zona Timur ada yg mati total nih, udah karat kayaknya. Tolong dibenerin secepatnya ya. Urgent!!|Ditemukan kerusakan pada Lampu LED Downlight di Gedung Utama, Lantai 18, Zona Timur. Indikasi awal menunjukkan korosi pada komponen, kemungkinan besar disebabkan oleh tegangan yang tidak stabil.|Lampu LED Downlight|Gedung Utama|Lantai 18|Zona Timur|Electrical|Ringan|Tegangan tidak stabil|Berkarat/korosi|91000
Misi min, mau lapor nih lampu downlight di Gedung Utama lantai 18 zona timur banyak yg udah karatan dan ga nyala. Kayaknya perlu dicek deh, takutnya ada masalah listrik.|Inspeksi Lampu LED Downlight di Gedung Utama, Lantai 18, Zona Timur mengkonfirmasi adanya kerusakan akibat korosi. Diduga kuat penyebabnya adalah fluktuasi tegangan listrik.|Lampu LED Downlight|Gedung Utama|Lantai 18|Zona Timur|Electrical|Ringan|Tegangan tidak stabil|Berkarat/korosi|91000
Halo! Lampu LED Downlight di ruanganku, Gedung Utama, Lantai 18, Zona Timur, udah mulai berkarat parah dan redup. Tolong segera ditangani ya, gak nyaman banget nih.|Laporan kerusakan Lampu LED Downlight di Gedung Utama, Lantai 18, Zona Timur telah divalidasi. Kondisi korosi teramati, dengan dugaan akar masalah pada ketidakstabilan pasokan tegangan.|Lampu LED Downlight|Gedung Utama|Lantai 18|Zona Timur|Electrical|Ringan|Tegangan tidak stabil|Berkarat/korosi|91000
HELP! AC Cassette di Gedung Utama Lantai 5 Zona Tengah ngaco banget ni, kayaknya tekanan nya ga stabil. Panas bgt disini, fatal nih kl rusak lama!|Dilaporkan kerusakan pada unit AC Cassette di Gedung Utama, Lantai 5, Zona Tengah. Indikasi awal menunjukkan tekanan sistem tidak stabil, kemungkinan disebabkan oleh kelembaban tinggi di area tersebut. Diperlukan penanganan segera untuk mencegah kerusakan lebih lanjut.|AC Cassette|Gedung Utama|Lantai 5|Zona Tengah|Mechanical|Fatal|Kelembaban tinggi|Tekanan tidak stabil|49116000
Min, AC Cassette di Gedung Utama Lt 5 Zona Tengah mati total! Udah beberapa hari ini kerasa aneh, kayaknya tekanannya ga stabil. Skrg beneran mati. Tolong segera ditangani ya, penting banget ini!|Pengecekan telah dilakukan pada AC Cassette di Gedung Utama, Lantai 5, Zona Tengah. Ditemukan adanya tekanan yang tidak stabil pada sistem, yang mengarah pada kerusakan fatal. Analisis awal menunjuk pada faktor kelembaban tinggi sebagai root cause. Perbaikan mendesak diperlukan.|AC Cassette|Gedung Utama|Lantai 5|Zona Tengah|Mechanical|Fatal|Kelembaban tinggi|Tekanan tidak stabil|49116000
Pak/Bu, AC Cassette di Gedung Utama Lantai 5 Zona Tengah ini kok performanya turun drastis ya? Udah cek, kayaknya ada masalah sama tekanannya, kayaknya mau rusak total. Udah fatal bgt ini. Bisa dibantu?|Evaluasi kondisi AC Cassette di Gedung Utama, Lantai 5, Zona Tengah menunjukkan penurunan performa signifikan. Teridentifikasi masalah tekanan tidak stabil yang berpotensi menyebabkan kegagalan fatal. Kondisi kelembaban tinggi di lokasi diperkirakan menjadi penyebab utama. Rekomendasi perbaikan segera.|AC Cassette|Gedung Utama|Lantai 5|Zona Tengah|Mechanical|Fatal|Kelembaban tinggi|Tekanan tidak stabil|49116000
Min, exhaust fan di Gedung E lantai 3 zona selatan mati nih. Panas banget!|Melakukan pemeriksaan pada Exhaust Fan di Gedung E, Lantai 3, Zona Selatan. Ditemukan unit mati mendadak akibat aus normal pada komponen.|Exhaust Fan|Gedung E|Lantai 3|Zona Selatan|Ventilasi Sistem|Ringan|Aus normal|Mati mendadak|90000
Halo admin, mau lapor nih exhaust fan Krisbow di Gedung E lantai 3 zona selatan kok gak nyala ya? Udah coba dihidupin tapi tetep diem aja.|Investigasi kerusakan Exhaust Fan merek Krisbow di Gedung E, Lantai 3, Zona Selatan. Hasil diagnosa menunjukkan kegagalan fungsi (mati mendadak) disebabkan oleh keausan komponen internal.|Exhaust Fan|Gedung E|Lantai 3|Zona Selatan|Ventilasi Sistem|Ringan|Aus normal|Mati mendadak|90000
Woi, exhaust fan di GD E L3 zona selatan mati. Cpet benerin dong, panas polll!|Penanganan laporan terkait Exhaust Fan di Gedung E, Lantai 3, Zona Selatan yang mengalami mati mendadak. Verifikasi penyebab: aus normal pada sistem motor.|Exhaust Fan|Gedung E|Lantai 3|Zona Selatan|Ventilasi Sistem|Ringan|Aus normal|Mati mendadak|90000
Pak, gawat! Genset diesel yang di Gedung B Lantai 1 Zona Utara itu remotnya ga bisa dipake. Panik nih!|Telah dilaporkan kerusakan pada unit Genset Diesel Caterpillar di Gedung B, Lantai 1, Zona Utara. Observasi awal menunjukkan remote control unit tidak berfungsi.|Genset Diesel|Gedung B|Lantai 1|Zona Utara|Mechanical|Sedang|Overload|Remote tidak berfungsi|1364000
Halo min, mau lapor genset diesel di Gedung B Lntai 1 Zona Utara, remotenya mati total. Tolong dicek segera ya.|Pemeriksaan Genset Diesel di area Gedung B, Lantai 1, Zona Utara mengindikasikan kegagalan fungsi pada modul remote. Perlu tindakan korektif.|Genset Diesel|Gedung B|Lantai 1|Zona Utara|Mechanical|Sedang|Overload|Remote tidak berfungsi|1364000
Urgent! Remote genset diesel Gedung B, Lt 1, Zona Utara gak respon sama sekali. Ini gimana dong?|Ditemukan anomali pada sistem remote control Genset Diesel Caterpillar yang berlokasi di Gedung B, Lantai 1, Zona Utara. Remote tidak memberikan respons.|Genset Diesel|Gedung B|Lantai 1|Zona Utara|Mechanical|Sedang|Overload|Remote tidak berfungsi|1364000
Pak, pompa air di Gedung Parkir lantai 2 zona tengah kok mati mendadak ya? Ga bisa nyala nih, butuh air cepet!|Pompa Air Tanah di Gedung Gedung Parkir, Lantai 2, Zona Tengah mengalami kegagalan fungsi (mati mendadak). Hasil investigasi awal menunjukkan kelembaban tinggi sebagai root cause. Penanganan segera diperlukan.|Pompa Air Tanah|Gedung Gedung Parkir|Lantai 2|Zona Tengah|Mechanical|Sedang|Kelembaban tinggi|Mati mendadak|1482000
Emergency! Pompa air tanah yang di Gedung Parkir Lt 2 zona tengah tiba2 mati total. Airnya ga keluar. Urgent banget ini tolong!|Laporan kerusakan pada unit Pompa Air Tanah di Gedung Gedung Parkir, Lantai 2, Zona Tengah. Unit tidak dapat beroperasi (mati mendadak) akibat indikasi kelembaban tinggi. Tingkat severity dinilai sedang, membutuhkan tindakan perbaikan segera.|Pompa Air Tanah|Gedung Gedung Parkir|Lantai 2|Zona Tengah|Mechanical|Sedang|Kelembaban tinggi|Mati mendadak|1482000
Heh pompa air di Parkiran Lantai 2 Zona Tengah rusak lagi nih? Mati total dari tadi pagi. Gimana ini? Butuh air!|Telah teridentifikasi kerusakan 'mati mendadak' pada Pompa Air Tanah di lokasi Gedung Gedung Parkir, Lantai 2, Zona Tengah. Penyebab utama diduga adalah kelembaban tinggi di area instalasi. Biaya perbaikan estimasi 1.482.000.|Pompa Air Tanah|Gedung Gedung Parkir|Lantai 2|Zona Tengah|Mechanical|Sedang|Kelembaban tinggi|Mati mendadak|1482000
OMG AC di Lantai 16 Gedung Utama Zona Timur bocor parah! Air netes2 terus nih. Tolong segera diperbaiki!|Ditemukan kebocoran signifikan pada unit AC Split di Gedung Utama, Lantai 16, Zona Timur. Indikasi korosi pada komponen internal menyebabkan kegagalan segel.|AC Split|Gedung Utama|Lantai 16|Zona Timur|Mechanical|Berat|Korosi|Kebocoran|4023000
AC Split di Gedung Utama lantai 16 zona timur netes air banyak banget! bahaya nih bisa konslet. cepet ya!|Unit AC Split di Gedung Utama, Lantai 16, Zona Timur mengalami kebocoran air akibat korosi pada jalur drainase. Diperlukan penggantian komponen terdampak.|AC Split|Gedung Utama|Lantai 16|Zona Timur|Mechanical|Berat|Korosi|Kebocoran|4023000
Halo! AC di Gedung Utama Lantai 16 Zona Timur ada masalah. Airnya keluar terus dari unitnya. Kayaknya bocor deh. Urgent!|Terjadi kebocoran pada unit AC Split di lokasi Gedung Utama, Lantai 16, Zona Timur. Hasil pemeriksaan awal menunjukkan adanya korosi yang menyebabkan kebocoran pada evaporator.|AC Split|Gedung Utama|Lantai 16|Zona Timur|Mechanical|Berat|Korosi|Kebocoran|4023000
Help! NVR IP di Gedung Utama Lantai 13 Zona Selatan mati total! Ga bisa rekam apa-apa. Tolong segera!|Telah dilakukan investigasi terhadap unit NVR IP di Gedung Utama, Lantai 13, Zona Selatan. Ditemukan unit mengalami kegagalan fungsi akibat korosi dan overload, menyebabkan sistem perekaman tidak berjalan.|NVR IP|Gedung Utama|Lantai 13|Zona Selatan|Security Sistem|Sedang|Overload|Berkarat/korosi|1092000
Halo, NVR IP di Gedung Utama lt 13 Zona Selatan error nih, gambar buram bgt. Udah macet kayaknya. Urgent!|Pemeriksaan NVR IP di Gedung Utama Lantai 13 Zona Selatan menunjukkan adanya indikasi kerusakan korosi pada komponen internal yang diperparah oleh kondisi overload, mengakibatkan penurunan kualitas gambar.|NVR IP|Gedung Utama|Lantai 13|Zona Selatan|Security Sistem|Sedang|Overload|Berkarat/korosi|1092000
Pak, NVR IP di Gedung Utama lantai 13 zona selatan ngehang terus. Kadang nyala kadang mati. Panas bgt juga. Apa rusak ya?|Analisis unit NVR IP di Gedung Utama, Lantai 13, Zona Selatan mengidentifikasi adanya korosi signifikan pada sirkuit internal dan tanda-tanda overload. Hal ini menyebabkan ketidak
HELP!!! Kran air di Gedung Utama Lt 13 Zona Barat mati total nih, gak keluar air sama sekali. Urgent!|Dilaporkan kerusakan pada kran air di Gedung Gedung Utama, Lantai 13, Zona Barat. Unit tidak berfungsi total.|Kran Air|Gedung Gedung Utama|Lantai 13|Zona Barat|Plumbing|Sedang|Kelembaban tinggi|Tidak berfungsi total|1909000
Min, kran air di Gedung Gedung Utama lantai 13 Zona Barat rusak parah, airnya ga keluar sama sekali. Tolong segera!|Telah teridentifikasi kran air di Gedung Gedung Utama, Lantai 13, Zona Barat mengalami kegagalan fungsi sepenuhnya.|Kran Air|Gedung Gedung Utama|Lantai 13|Zona Barat|Plumbing|Sedang|Kelembaban tinggi|Tidak berfungsi total|1909000
Kran air di Gedung Utama, lantai 13, zona barat, mati total! Gak bisa dipake. Panik nih.|Verifikasi kerusakan pada kran air di lokasi Gedung Gedung Utama, Lantai 13, Zona Barat. Aset tidak beroperasi sama sekali.|Kran Air|Gedung Gedung Utama|Lantai 13|Zona Barat|Plumbing|Sedang|Kelembaban tinggi|Tidak berfungsi total|1909000
Pak tolong ini lampu LED Downlight di Gedung B Lantai 7 Zona Utara kok kedip2 terus ya? bikin pusing nih, kayaknya sensornya error deh.|Telah dilakukan inspeksi terhadap Lampu LED Downlight di Gedung B, Lantai 7, Zona Utara. Ditemukan indikasi sensor error akibat akumulasi debu/kotoran. Kerusakan bersifat ringan dan memerlukan pembersihan serta kalibrasi ulang sensor.|Lampu LED Downlight|Gedung B|Lantai 7|Zona Utara|Electrical|Ringan|Debu/kotoran|Sensor error|434000
Penting! Lampu LED Downlight di Lantai 7 Gedung B Zona Utara error lagi. Sensornya ngaco kayaknya, ini ga bisa dibiarin pak.|Lampu LED Downlight pada Gedung B, Lantai 7, Zona Utara menunjukkan gejala kerusakan sensor. Hasil investigasi awal menunjukkan penyebabnya adalah penumpukan debu. Kerusakan tergolong ringan.|Lampu LED Downlight|Gedung B|Lantai 7|Zona Utara|Electrical|Ringan|Debu/kotoran|Sensor error|434000
Halo min, lampu di Gedung B lantai 7 zona utara yg LED Downlight itu error sensornya. Kedip2 mulu. Mohon dicek. Thanks.|Pengecekan Lampu LED Downlight di Gedung B, Lantai 7, Zona Utara mengidentifikasi sensor error. Dugaan kuat penyebabnya adalah debu/kotoran yang mengganggu kinerja sensor. Kerusakan diklasifikasikan sebagai ringan.|Lampu LED Downlight|Gedung B|Lantai 7|Zona Utara|Electrical|Ringan|Debu/kotoran|Sensor error|434000
Genset diesel di Gedung Servis Lantai 1 Zona Timur kok kayaknya macet ya? Agak khawatir nih.|Ditemukan indikasi kemacetan pada Genset Diesel di Gedung Servis, Lantai 1, Zona Timur. Pemeriksaan awal mengindikasikan penyebab kelembaban tinggi.|Genset Diesel|Gedung Servis|Lantai 1|Zona Timur|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Penting! Genset diesel di Gdg Servis Lt 1 Zona Timur kayaknya ada masalah, tersumbat gitu. Tolong cek!|Laporan kerusakan Genset Diesel di Gedung Servis, Lantai 1, Zona Timur. Teridentifikasi adanya penyumbatan yang disebabkan oleh kelembaban tinggi.|Genset Diesel|Gedung Servis|Lantai 1|Zona Timur|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Halo, genset diesel di Gedung Servis Lantai 1 Zona Timur ga bisa nyala. Kayaknya macet, ada yang bisa bantu?|Unit Genset Diesel di Gedung Servis, Lantai 1, Zona Timur mengalami masalah kemacetan. Analisis awal menunjukkan kontribusi dari kelembaban lingkungan yang tinggi.|Genset Diesel|Gedung Servis|Lantai 1|Zona Timur|Mechanical|Ringan|Kelembaban tinggi|Macet/tersumbat|187000
Pak tolong ini lampu led di Gedung A lantai 8 zona barat kok mati total ya? Kayaknya ada korosi deh, panik nih!|Pemeriksaan Lampu LED di Gedung A, Lantai 8, Zona Barat menunjukkan korosi parah dan kerusakan total akibat overload.|Lampu LED|Gedung A|Lantai 8|Zona Barat|Electrical|Berat|Overload|Berkarat/korosi|5830000
Waduh, lampu LED di lantai 8 Gedung A Zona Barat rusak parah, gosong dan berkarat. Cepet dicek ya pak!|Ditemukan kerusakan berat pada Lampu LED di Gedung A, Lantai 8, Zona Barat dengan indikasi korosi dan kegagalan fungsi akibat beban berlebih.|Lampu LED|Gedung A|Lantai 8|Zona Barat|Electrical|Berat|Overload|Berkarat/korosi|5830000
Misi, lampu LED di Gedung A, Lantai 8, Zona Barat mati lagi. Udah karatan gitu, bahaya gak sih? Tolong banget ya.|Lampu LED di lokasi Gedung A, Lantai 8, Zona Barat mengalami kegagalan operasional. Investigasi awal menunjukkan korosi signifikan akibat overload sistem.|Lampu LED|Gedung A|Lantai 8|Zona Barat|Electrical|Berat|Overload|Berkarat/korosi|5830000
woy ini lampu TL di gedung D lantai 1 zona utara kok kedap kedip terus sih, panas banget lagi. bahaya ga sih?|Dilaporkan kerusakan pada Lampu TL di Gedung D, Lantai 1, Zona Utara. Indikasi suhu tidak stabil dan fluktuasi cahaya.|Lampu TL|Gedung D|Lantai 1|Zona Utara|Electrical|Sedang|Aus normal|Suhu tidak stabil|1435000
tolong dong lampu tl di gedung D lntai 1 zona utara mati nyala sendiri nih, serem bgt. cepetan cek plis|Pemeriksaan Lampu TL di area Gedung D, Lantai 1, Zona Utara menunjukkan gejala suhu operasional yang tidak stabil, menyebabkan gangguan pada pencahayaan.|Lampu TL|Gedung D|Lantai 1|Zona Utara|Electrical|Sedang|Aus normal|Suhu tidak stabil|1435000
lampu TL di gedung D lantai satu zona utara ada masalah nih, kadang terang kadang redup, panas juga. ini knp ya?|Teridentifikasi masalah pada Lampu TL di Gedung D, Lantai 1, Zona Utara. Ditemukan adanya suhu yang tidak stabil selama pengoperasian, mengindikasikan aus normal komponen.|Lampu TL|Gedung D|Lantai 1|Zona Utara|Electrical|Sedang|Aus normal|Suhu tidak stabil|1435000
tolonggg ini kran air di Gedung Utama lantai 5 zona selatan bocor parah bangettt, airnya muncrat kemana2!!|Kran air merek Wasser di Gedung Gedung Utama, Lantai 5, Zona Selatan mengalami kerusakan berat. Observasi menunjukkan koneksi terputus pada unit kran air akibat aus normal.|Kran Air|Gedung Gedung Utama|Lantai 5|Zona Selatan|Plumbing|Berat|Aus normal|Koneksi terputus|5843000
Min, kran air di Gedung Utama L5 Zona Selatan rusak nih, airnya ngocor terus gak bisa mati. Urgent!|Telah dilakukan inspeksi terhadap kran air di area Plumbing, Gedung Gedung Utama, Lantai 5, Zona Selatan. Ditemukan koneksi terputus pada unit kran air Wasser yang disebabkan oleh aus normal.|Kran Air|Gedung Gedung Utama|Lantai 5|Zona Selatan|Plumbing|Berat|Aus normal|Koneksi terputus|5843000
Woy, ini kran di Gedung Utama lantai 5 Zona Selatan kok airnya nyembur keluar ya? Ada apa ini? Pipa nya putus apa?|Laporan kerusakan kran air di Gedung Gedung Utama, Lantai 5, Zona Selatan telah diverifikasi. Kerusakan berupa koneksi terputus pada kran air merek Wasser, diindikasikan akibat aus normal pada komponen internal.|Kran Air|Gedung Gedung Utama|Lantai 5|Zona Selatan|Plumbing|Berat|Aus normal|Koneksi terputus|5843000
Min tolong dong! Lampu downlight di Gedung A Lantai 10 Zona Tengah ada yg retak. Agak panik nih takut copot. Buruan ya!|Melaporkan adanya keretakan pada unit Lampu Downlight di area Gedung A, Lantai 10, Zona Tengah. Diperlukan tindakan perbaikan segera.|Lampu Downlight|Gedung A|Lantai 10|Zona Tengah|Electrical|Ringan|Kualitas material|Retak/pecah|426000
Halo, ini lampu downlight di Lantai 10 Gedung A Zona Tengah ada yg pecah. Tolong cek secepatnya dong. Bahaya ini!|Ditemukan kerusakan jenis pecah pada Lampu Downlight di lokasi Gedung A, Lantai 10, Zona Tengah. Investigasi awal menunjukkan indikasi kualitas material.|Lampu Downlight|Gedung A|Lantai 10|Zona Tengah|Electrical|Ringan|Kualitas material|Retak/pecah|426000
Urgent! Lampu downlight di Gedung A, lantai 10, zona tengah retak parah. Kapan bisa diservis? Udah mau jatuh kayanya.|Unit Lampu Downlight di Gedung A, Lantai 10, Zona Tengah mengalami retak pada housing. Diperkirakan disebabkan oleh kualitas material yang kurang baik.|Lampu Downlight|Gedung A|Lantai 10|Zona Tengah|Electrical|Ringan|Kualitas material|Retak/pecah|426000
Min, ini lampu downlight di Gedung A lantai 4 Zona Barat mati total nih. Gelap banget. Bisa tolong dicek cepet ga?|Pemeriksaan Lampu Downlight di Gedung A, Lantai 4, Zona Barat menunjukkan tidak berfungsinya unit secara total. Diduga akibat overload.|Lampu Downlight|Gedung A|Lantai 4|Zona Barat|Electrical|Ringan|Overload|Tidak berfungsi total|77000
Haloo.. lampu downlight di zona barat lantai 4 gedung A mendadak gak nyala sama sekali. Fix rusak nih kayaknya. Tolong ya!|Telah diterima laporan kerusakan Lampu Downlight di Gedung A Lantai 4 Zona Barat. Unit dipastikan tidak berfungsi total. Analisis awal mengarah pada kondisi overload.|Lampu Downlight|Gedung A|Lantai 4|Zona Barat|Electrical|Ringan|Overload|Tidak berfungsi total|77000
Gawat! Lampu downlight di gedung A lantai 4 zona barat mati semua. Gelap gulita. Urgent nih min, tolong segera teknisi ya.|Investigasi Lampu Downlight di area Gedung A, Lantai 4, Zona Barat mengkonfirmasi kerusakan total. Penyebab utama diidentifikasi sebagai overload pada sirkuit.|Lampu Downlight|Gedung A|Lantai 4|Zona Barat|Electrical|Ringan|Overload|Tidak berfungsi total|77000
OMG telpon di Gedung Utama lantai 6 Zona Timur panas banget nih! Udah ga bisa dipake, takut meledak malah. Tolongin dong!|Telah terdeteksi kerusakan pada Pesawat Telepon di Gedung Utama, Lantai 6, Zona Timur. Indikasi utama adalah suhu perangkat yang terlalu tinggi (overheat). Kerusakan ini dikategorikan Berat dan memerlukan penanganan segera.|Pesawat Telepon|Gedung Utama|Lantai 6|Zona Timur|Sistem Telekomunikasi Gedung|Berat|Overload|Overheat|7876000
Penting! Pesawat telepon di lt 6 Zona Timur Gedung Utama mati total, trus anget bgt pas dipegang. Ini serius deh, perlu cepet!|Laporan kerusakan Pesawat Telepon diterima dari Gedung Utama, Lantai 6, Zona Timur. Perangkat mengalami overheat ekstrem yang menyebabkan kegagalan fungsi. Investigasi awal menunjukkan adanya kondisi overload sistem.|Pesawat Telepon|Gedung Utama|Lantai 6|Zona Timur|Sistem Telekomunikasi Gedung|Berat|Overload|Overheat|7876000
